_uuid,start,end,today,survey_round,group_identification/household_id,group_identification/enumerator_name,group_identification/survey_date,group_identification/sub_county,group_identification/ward,group_identification/household_head_sex,group_identification/landholding_acres,group_advisory/reached_advisory,group_advisory/advisory_channels,group_training/ffs_completed,group_training/practices_used,crop_sales/crop_name,crop_sales/area_planted_acres,crop_sales/quantity_harvested_kg,crop_sales/quantity_sold_kg,crop_sales/price_received_kes_per_kg,crop_sales/buyer_type,crop_sales/sold_through_group,group_resilience/coping_strategies_used,yield_kg_per_acre,crop_income_kes,price_share_pct
uuid-Y4-661,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00662,M. Wanjiru,2030-06-01,kitui_south,mutonguni,male,0.89,yes,whatsapp ivr,yes,,maize,0.71,433.3,375.4,99.57,producer_group,yes,child_labour sold_productive_asset borrowed_food,579.1,25737.0,78.9
uuid-Y4-662,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00663,M. Wanjiru,2030-06-08,kitui_rural,township,male,1.26,yes,ivr,yes,drought_tolerant_seed water_harvesting,green_grams,0.72,400.9,214.8,59.11,processor,no,child_labour reduced_meals,596.9,11460.0,68.9
uuid-Y4-663,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00664,S. Kamau,2030-06-13,kitui_rural,mbitini,female,0.49,yes,radio,no,,maize,0.42,205.5,131.2,84.41,producer_group,yes,none,482.0,11368.0,84.8
uuid-Y4-664,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00665,J. Mwendwa,2030-06-21,kitui_rural,mbitini,male,2.43,yes,in_person sms,no,water_harvesting,maize,2.31,1378.4,609.3,75.88,market_vendor,no,none,615.9,32329.0,68.4
uuid-Y4-665,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00666,S. Kamau,2030-06-04,mwingi_west,waita,male,1.2,yes,ivr radio,yes,staggered_planting water_harvesting intercropping min_tillage organic_amendment mulching,sorghum,1.06,390.7,289.2,104.87,producer_group,yes,reduced_meals,430.4,21344.0,77.3
uuid-Y4-666,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00667,J. Mwendwa,2030-06-07,kitui_south,kyome_thaana,female,2.56,yes,in_person whatsapp,yes,staggered_planting drought_tolerant_seed mulching intercropping,sorghum,0.86,544.4,232.5,63.94,processor,no,sold_productive_asset reduced_meals child_labour,551.7,11165.0,73.2
uuid-Y4-667,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00668,S. Kamau,2030-06-06,kitui_south,mutonguni,female,3.39,yes,whatsapp ivr,no,drought_tolerant_seed staggered_planting mulching min_tillage water_harvesting,pigeon_peas,1.56,1016.8,878.9,55.01,local_trader,no,none,570.5,40999.0,65.9
uuid-Y4-668,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00669,M. Wanjiru,2030-06-26,kitui_rural,mbitini,male,2.59,yes,sms ivr,yes,mulching staggered_planting drought_tolerant_seed water_harvesting min_tillage organic_amendment,sorghum,1.6,923.3,809.5,166.86,local_trader,no,none,673.7,110918.0,75.3
uuid-Y4-669,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00670,A. Ndaka,2030-06-21,mwingi_west,kwa_vonza,male,1.56,yes,sms,yes,intercropping min_tillage water_harvesting staggered_planting drought_tolerant_seed organic_amendment,maize,0.39,189.2,166.0,66.26,processor,no,none,526.4,8283.0,73.4
uuid-Y4-670,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00671,S. Kamau,2030-06-01,kitui_rural,mbitini,female,1.06,yes,ivr in_person,yes,staggered_planting mulching intercropping drought_tolerant_seed organic_amendment water_harvesting,cassava,0.92,544.5,474.5,110.96,processor,no,none,572.8,42474.0,74.2
uuid-Y4-671,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00672,M. Wanjiru,2030-06-11,mwingi_west,waita,female,0.79,yes,sms radio,yes,,pigeon_peas,0.29,141.5,99.6,91.4,local_trader,no,none,484.0,6508.0,73.2
uuid-Y4-672,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00673,P. Kioko,2030-06-27,kitui_south,kyome_thaana,male,4.43,yes,radio in_person,yes,water_harvesting mulching staggered_planting drought_tolerant_seed intercropping,pigeon_peas,2.83,1710.4,897.1,133.69,producer_group,yes,sold_productive_asset,613.1,86877.0,79.0
uuid-Y4-673,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00674,J. Mwendwa,2030-06-03,mwingi_west,waita,male,2.51,yes,radio whatsapp,yes,,pigeon_peas,0.57,233.7,151.0,110.89,market_vendor,no,none,365.0,11026.0,68.3
uuid-Y4-674,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00675,A. Ndaka,2030-06-05,mwingi_west,kwa_vonza,male,1.63,yes,sms radio,yes,,pigeon_peas,0.41,192.9,166.6,151.99,processor,no,borrowed_food child_labour,413.6,22384.0,71.1
uuid-Y4-675,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00676,S. Kamau,2030-06-20,kitui_rural,mbitini,male,3.1,yes,ivr,yes,organic_amendment,green_grams,1.79,1095.5,659.7,139.93,producer_group,yes,reduced_meals borrowed_food child_labour,635.0,82862.0,76.6
uuid-Y4-676,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00677,M. Wanjiru,2030-06-09,kitui_south,mutonguni,female,3.98,yes,radio,yes,water_harvesting organic_amendment mulching intercropping min_tillage staggered_planting,pigeon_peas,2.27,1210.0,973.9,88.6,producer_group,yes,none,570.9,64547.0,81.0
uuid-Y4-677,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00678,S. Kamau,2030-06-23,mwingi_west,waita,male,1.22,yes,in_person,yes,water_harvesting drought_tolerant_seed mulching intercropping min_tillage organic_amendment staggered_planting,cowpeas,1.15,720.7,522.0,77.27,producer_group,yes,none,676.1,39221.0,81.9
uuid-Y4-678,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00679,P. Kioko,2030-06-27,kitui_rural,township,male,2.46,yes,sms,yes,intercropping organic_amendment staggered_planting drought_tolerant_seed min_tillage water_harvesting mulching,pigeon_peas,1.65,1116.1,481.5,120.26,market_vendor,no,none,612.2,48002.0,75.9
uuid-Y4-679,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00680,J. Mwendwa,2030-06-12,kitui_rural,mbitini,female,2.49,yes,ivr whatsapp,yes,intercropping water_harvesting drought_tolerant_seed,maize,1.86,1098.2,765.0,144.06,local_trader,no,none,646.8,110922.0,72.6
uuid-Y4-680,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00681,A. Ndaka,2030-06-06,kitui_rural,township,female,5.0,yes,whatsapp sms,yes,,maize,4.48,3032.2,1490.5,108.13,producer_group,yes,none,616.5,124306.0,82.3
uuid-Y4-681,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00682,A. Ndaka,2030-06-24,kitui_rural,mbitini,female,1.61,yes,whatsapp,no,staggered_planting,maize,1.25,842.8,704.1,109.94,producer_group,yes,none,653.6,56222.0,78.6
uuid-Y4-682,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00683,S. Kamau,2030-06-15,kitui_rural,mbitini,male,1.03,yes,whatsapp,yes,mulching,cowpeas,0.26,183.1,97.1,130.51,processor,no,child_labour,618.5,11672.0,70.1
uuid-Y4-683,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00684,J. Mwendwa,2030-06-03,mwingi_west,kwa_vonza,male,2.65,yes,ivr,no,water_harvesting mulching organic_amendment drought_tolerant_seed min_tillage staggered_planting intercropping,cassava,2.48,1446.7,722.0,77.41,processor,no,none,630.9,53479.0,72.9
uuid-Y4-684,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00685,A. Ndaka,2030-06-27,mwingi_west,kwa_vonza,male,3.27,yes,whatsapp,yes,min_tillage organic_amendment staggered_planting mulching water_harvesting drought_tolerant_seed intercropping,cowpeas,0.9,522.0,398.0,173.04,producer_group,yes,none,563.8,49320.0,78.3
uuid-Y4-685,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00686,M. Wanjiru,2030-06-03,kitui_rural,township,male,2.32,yes,sms whatsapp,yes,,cassava,1.69,1051.3,586.9,94.94,producer_group,yes,child_labour,621.4,41631.0,80.3
uuid-Y4-686,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00687,J. Mwendwa,2030-06-21,mwingi_west,waita,male,5.0,yes,sms,yes,intercropping organic_amendment mulching min_tillage water_harvesting,sorghum,4.1,2553.8,1713.7,121.11,market_vendor,no,none,574.5,143522.0,68.3
uuid-Y4-687,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00688,P. Kioko,2030-06-01,kitui_south,kyome_thaana,male,1.61,yes,ivr,yes,mulching intercropping organic_amendment water_harvesting min_tillage,green_grams,0.63,341.4,301.8,100.11,producer_group,yes,reduced_meals sold_productive_asset,600.9,26995.0,76.9
uuid-Y4-688,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00689,S. Kamau,2030-06-07,kitui_south,kyome_thaana,male,2.36,yes,radio,no,intercropping organic_amendment min_tillage staggered_planting mulching water_harvesting,cowpeas,0.85,496.8,325.0,134.52,market_vendor,no,none,552.7,32940.0,73.4
uuid-Y4-689,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00690,J. Mwendwa,2030-06-20,mwingi_west,kwa_vonza,female,0.61,yes,radio,yes,organic_amendment water_harvesting min_tillage staggered_planting drought_tolerant_seed mulching intercropping,cowpeas,0.25,143.2,71.0,84.96,producer_group,yes,none,607.6,4600.0,82.2
uuid-Y4-690,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00691,A. Ndaka,2030-06-16,kitui_rural,township,female,0.99,yes,radio,no,drought_tolerant_seed mulching water_harvesting min_tillage organic_amendment staggered_planting intercropping,cassava,0.57,400.9,231.1,148.96,producer_group,yes,reduced_meals,622.1,32339.0,76.5
uuid-Y4-691,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00692,J. Mwendwa,2030-06-11,kitui_south,kyome_thaana,male,1.23,yes,radio,yes,organic_amendment staggered_planting water_harvesting intercropping,green_grams,0.47,262.8,140.3,149.27,producer_group,yes,none,554.1,20232.0,81.5
uuid-Y4-692,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00693,A. Ndaka,2030-06-07,kitui_rural,township,male,1.81,yes,radio sms,yes,water_harvesting min_tillage mulching staggered_planting drought_tolerant_seed,cassava,0.44,320.8,212.3,145.49,producer_group,yes,none,657.9,23210.0,77.9
uuid-Y4-693,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00694,S. Kamau,2030-06-07,kitui_rural,township,male,0.71,yes,sms,yes,intercropping drought_tolerant_seed min_tillage,cassava,0.46,382.0,182.3,145.51,local_trader,no,none,746.3,20495.0,71.5
uuid-Y4-694,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00695,J. Mwendwa,2030-06-22,kitui_south,mutonguni,male,3.07,yes,sms,yes,mulching drought_tolerant_seed staggered_planting intercropping organic_amendment,sorghum,2.34,1233.6,802.2,154.36,processor,no,none,575.2,96836.0,75.8
uuid-Y4-695,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00696,S. Kamau,2030-06-17,mwingi_west,kwa_vonza,male,1.15,yes,sms,yes,drought_tolerant_seed,green_grams,0.27,146.8,64.5,157.15,producer_group,yes,none,553.2,9388.0,81.9
uuid-Y4-696,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00697,P. Kioko,2030-06-11,kitui_south,mutonguni,male,5.0,yes,radio ivr,yes,staggered_planting drought_tolerant_seed,cassava,4.43,2742.7,1355.6,137.83,local_trader,no,none,602.2,172949.0,73.9
uuid-Y4-697,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00698,S. Kamau,2030-06-20,mwingi_west,waita,female,1.18,yes,whatsapp sms,no,organic_amendment drought_tolerant_seed water_harvesting intercropping,sorghum,1.02,686.8,430.5,157.38,processor,no,none,706.9,54199.0,77.2
uuid-Y4-698,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00699,M. Wanjiru,2030-06-08,mwingi_west,waita,male,2.2,yes,ivr,yes,min_tillage,pigeon_peas,1.59,958.9,663.9,152.79,local_trader,no,none,539.2,68067.0,69.4
uuid-Y4-699,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00700,A. Ndaka,2030-06-21,kitui_rural,township,female,2.01,yes,in_person ivr,yes,staggered_planting,pigeon_peas,0.34,210.0,124.3,113.89,local_trader,no,none,580.2,9922.0,68.5
uuid-Y4-700,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00701,S. Kamau,2030-06-03,kitui_rural,township,male,0.92,yes,ivr sms,yes,,cowpeas,0.31,148.5,131.6,121.96,local_trader,no,none,559.6,11405.0,69.3
uuid-Y4-701,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00702,S. Kamau,2030-06-13,kitui_rural,mbitini,male,1.81,yes,sms,yes,water_harvesting,pigeon_peas,1.7,933.3,383.9,88.97,local_trader,no,none,614.9,24860.0,70.7
uuid-Y4-702,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00703,S. Kamau,2030-06-10,kitui_rural,mbitini,male,1.8,no,,no,staggered_planting organic_amendment intercropping min_tillage water_harvesting,pigeon_peas,1.23,820.1,626.0,106.9,producer_group,yes,sold_productive_asset reduced_meals borrowed_food,641.5,45579.0,72.4
uuid-Y4-703,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00704,P. Kioko,2030-06-22,kitui_south,mutonguni,male,3.7,yes,in_person,yes,staggered_planting intercropping organic_amendment water_harvesting,pigeon_peas,2.2,1451.5,933.5,834.7,producer_group,yes,none,649.9,112622.0,78.9
uuid-Y4-704,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00705,P. Kioko,2030-06-03,kitui_rural,township,male,2.71,yes,in_person,no,organic_amendment drought_tolerant_seed intercropping staggered_planting water_harvesting,cassava,1.03,542.6,389.5,88.26,local_trader,no,child_labour,582.8,25816.0,69.9
uuid-Y4-705,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00706,M. Wanjiru,2030-06-18,mwingi_west,kwa_vonza,female,3.04,yes,in_person sms,no,,maize,0.43,248.0,168.5,494.23,producer_group,yes,none,511.0,15408.0,81.9
uuid-Y4-706,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00707,S. Kamau,2030-06-12,kitui_south,kyome_thaana,male,3.65,yes,sms in_person,yes,organic_amendment intercropping mulching water_harvesting,cassava,2.06,1240.2,809.1,157.15,local_trader,no,none,563.6,120944.0,72.6
uuid-Y4-707,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00708,P. Kioko,2030-06-05,kitui_south,kyome_thaana,male,3.07,yes,ivr in_person,no,water_harvesting intercropping min_tillage staggered_planting organic_amendment mulching,cowpeas,2.09,1219.0,816.5,82.86,producer_group,yes,none,561.7,47921.0,77.7
uuid-Y4-708,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00709,A. Ndaka,2030-06-16,mwingi_west,waita,male,2.44,yes,ivr whatsapp,no,water_harvesting drought_tolerant_seed,green_grams,2.1,1050.8,447.7,93.33,processor,no,none,490.4,38296.0,73.3
uuid-Y4-709,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00710,J. Mwendwa,2030-06-07,mwingi_west,kwa_vonza,male,1.22,yes,sms ivr,yes,staggered_planting water_harvesting,green_grams,1.2,447.3,184.0,115.66,market_vendor,no,child_labour borrowed_food sold_productive_asset,351.0,15336.0,73.7
uuid-Y4-710,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00711,S. Kamau,2030-06-11,kitui_south,kyome_thaana,male,2.34,no,,no,mulching staggered_planting drought_tolerant_seed min_tillage,cassava,1.52,1018.4,576.7,110.92,producer_group,yes,none,598.5,44917.0,77.2
uuid-Y4-711,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00712,P. Kioko,2030-06-24,mwingi_west,waita,male,1.05,yes,in_person,no,,pigeon_peas,0.72,335.0,286.8,137.19,local_trader,no,none,478.1,26690.0,70.0
uuid-Y4-712,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00713,S. Kamau,2030-06-22,kitui_south,mutonguni,female,1.92,yes,in_person,yes,mulching organic_amendment drought_tolerant_seed,maize,1.76,806.5,597.7,69.19,market_vendor,no,child_labour borrowed_food,536.7,26841.0,64.8
uuid-Y4-713,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00714,M. Wanjiru,2030-06-17,kitui_south,kyome_thaana,male,1.74,yes,radio,yes,organic_amendment intercropping min_tillage water_harvesting mulching drought_tolerant_seed staggered_planting,pigeon_peas,1.24,570.7,300.5,97.71,processor,no,none,509.5,20273.0,68.2
uuid-Y4-714,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00715,S. Kamau,2030-06-02,kitui_south,kyome_thaana,male,1.82,yes,whatsapp,yes,min_tillage intercropping organic_amendment water_harvesting,cassava,0.73,454.4,339.5,143.49,local_trader,no,none,585.6,34255.0,69.3
uuid-Y4-715,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00716,S. Kamau,2030-06-20,kitui_rural,mbitini,female,0.71,yes,radio in_person,yes,,sorghum,0.64,347.1,260.5,89.08,producer_group,yes,none,483.4,17170.0,79.7
uuid-Y4-716,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00717,J. Mwendwa,2030-06-19,mwingi_west,waita,female,0.25,yes,radio,yes,water_harvesting,maize,0.2,84.0,34.8,72.97,market_vendor,no,none,427.5,1682.0,68.7
uuid-Y4-717,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00718,J. Mwendwa,2030-06-22,kitui_rural,mbitini,male,1.51,yes,ivr,yes,drought_tolerant_seed,cowpeas,0.74,316.9,202.3,103.33,producer_group,yes,none,463.6,15015.0,78.0
uuid-Y4-718,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00719,M. Wanjiru,2030-06-23,mwingi_west,waita,male,4.21,yes,ivr,yes,organic_amendment,cowpeas,3.28,2166.6,1664.3,69.52,market_vendor,no,none,634.2,75535.0,67.8
uuid-Y4-719,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00720,S. Kamau,2030-06-08,kitui_south,mutonguni,male,2.17,yes,radio,yes,min_tillage,pigeon_peas,1.05,549.9,274.8,164.85,producer_group,yes,none,536.6,31776.0,80.0
uuid-Y4-720,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00721,A. Ndaka,2030-06-01,mwingi_west,kwa_vonza,male,4.01,yes,ivr sms,yes,water_harvesting drought_tolerant_seed,cassava,1.41,677.3,515.6,149.34,producer_group,yes,none,449.5,70007.0,80.8
uuid-Y4-721,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00722,M. Wanjiru,2030-06-10,mwingi_west,kwa_vonza,male,1.05,yes,in_person,yes,staggered_planting water_harvesting min_tillage mulching intercropping organic_amendment,maize,0.58,258.2,125.6,131.69,local_trader,no,none,503.8,12322.0,72.7
uuid-Y4-722,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00723,M. Wanjiru,2030-06-04,kitui_rural,mbitini,female,1.46,yes,ivr radio,yes,mulching water_harvesting staggered_planting,sorghum,0.23,175.2,150.5,125.04,producer_group,yes,reduced_meals sold_productive_asset child_labour,688.4,18608.0,79.5
uuid-Y4-723,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00724,S. Kamau,2030-06-24,kitui_south,kyome_thaana,male,5.0,yes,whatsapp radio,yes,intercropping drought_tolerant_seed mulching water_harvesting organic_amendment staggered_planting,pigeon_peas,3.94,2188.6,1312.3,74.03,market_vendor,no,sold_productive_asset borrowed_food,542.8,65479.0,66.9
uuid-Y4-724,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00725,P. Kioko,2030-06-02,kitui_rural,township,female,1.1,yes,whatsapp in_person,no,staggered_planting drought_tolerant_seed mulching water_harvesting,cassava,0.32,196.8,148.6,104.08,processor,no,none,614.8,14808.0,69.6
uuid-Y4-725,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00726,P. Kioko,2030-06-08,kitui_rural,township,male,3.0,yes,radio whatsapp,yes,,cassava,1.7,904.8,477.7,142.5,market_vendor,no,none,592.8,62928.0,70.3
uuid-Y4-726,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00727,A. Ndaka,2030-06-15,kitui_rural,mbitini,female,3.0,yes,sms whatsapp,yes,staggered_planting min_tillage intercropping water_harvesting,sorghum,0.65,336.3,158.0,84.0,market_vendor,no,sold_productive_asset,586.1,12850.0,70.3
uuid-Y4-727,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00728,P. Kioko,2030-06-08,kitui_rural,township,female,2.78,yes,ivr sms,no,drought_tolerant_seed intercropping mulching min_tillage,sorghum,1.86,1036.3,727.5,155.46,producer_group,yes,none,605.0,87639.0,79.7
uuid-Y4-728,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00729,P. Kioko,2030-06-26,mwingi_west,kwa_vonza,male,3.02,yes,radio,yes,staggered_planting water_harvesting min_tillage,sorghum,0.79,571.9,310.6,115.13,producer_group,yes,none,672.9,35807.0,83.8
uuid-Y4-729,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00730,A. Ndaka,2030-06-14,mwingi_west,kwa_vonza,male,1.09,yes,in_person radio,yes,organic_amendment drought_tolerant_seed water_harvesting min_tillage,sorghum,0.72,419.0,188.8,91.17,market_vendor,no,none,671.9,13080.0,73.9
uuid-Y4-730,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00731,P. Kioko,2030-06-22,kitui_rural,township,male,1.57,yes,radio ivr,yes,min_tillage intercropping water_harvesting organic_amendment drought_tolerant_seed,cowpeas,0.98,576.3,375.5,148.74,producer_group,yes,none,564.2,40988.0,76.5
uuid-Y4-731,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00732,A. Ndaka,2030-06-01,kitui_rural,mbitini,female,0.25,yes,radio in_person,yes,mulching intercropping staggered_planting drought_tolerant_seed water_harvesting min_tillage organic_amendment,pigeon_peas,0.21,183.9,136.4,133.06,local_trader,no,none,829.0,18543.0,73.5
uuid-Y4-732,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00733,M. Wanjiru,2030-06-08,kitui_rural,township,male,5.0,yes,in_person,yes,water_harvesting staggered_planting drought_tolerant_seed mulching min_tillage intercropping organic_amendment,cassava,0.55,323.3,245.1,68.91,processor,no,none,553.3,13456.0,73.4
uuid-Y4-733,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00734,S. Kamau,2030-06-17,kitui_rural,mbitini,male,3.01,yes,whatsapp,yes,intercropping organic_amendment drought_tolerant_seed,pigeon_peas,0.56,284.6,188.2,73.43,market_vendor,no,borrowed_food sold_productive_asset,559.7,13105.0,69.1
uuid-Y4-734,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00735,M. Wanjiru,2030-06-21,kitui_rural,township,male,1.23,yes,ivr sms,yes,,maize,0.28,169.5,74.3,173.35,producer_group,yes,none,589.8,12670.0,82.0
uuid-Y4-735,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00736,S. Kamau,2030-06-22,mwingi_west,waita,female,1.06,yes,whatsapp,yes,,cowpeas,0.87,429.3,370.1,112.61,processor,no,reduced_meals borrowed_food,514.7,28754.0,71.0
uuid-Y4-736,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00737,P. Kioko,2030-06-15,kitui_rural,mbitini,male,4.26,yes,in_person whatsapp,no,,cassava,1.44,821.4,376.4,128.16,processor,no,none,555.1,33056.0,67.3
uuid-Y4-737,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00738,J. Mwendwa,2030-06-27,kitui_rural,mbitini,male,1.16,yes,radio,no,staggered_planting organic_amendment min_tillage intercropping drought_tolerant_seed mulching water_harvesting,sorghum,0.21,147.2,95.9,75.2,market_vendor,no,borrowed_food child_labour,665.5,5694.0,72.9
uuid-Y4-738,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00739,M. Wanjiru,2030-06-26,kitui_rural,mbitini,female,1.23,yes,in_person sms,yes,intercropping mulching organic_amendment min_tillage,sorghum,0.95,673.9,384.8,65.98,market_vendor,no,reduced_meals,696.9,25358.0,72.2
uuid-Y4-739,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00740,A. Ndaka,2030-06-17,mwingi_west,kwa_vonza,male,0.89,yes,sms,yes,organic_amendment water_harvesting min_tillage staggered_planting drought_tolerant_seed mulching,sorghum,0.59,253.2,201.9,77.41,market_vendor,no,sold_productive_asset reduced_meals borrowed_food,504.7,14443.0,70.8
uuid-Y4-740,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00741,M. Wanjiru,2030-06-21,kitui_rural,mbitini,female,3.39,yes,whatsapp radio,yes,min_tillage mulching water_harvesting drought_tolerant_seed staggered_planting intercropping,maize,3.23,2310.2,1141.6,115.85,local_trader,no,none,664.7,101907.0,71.4
uuid-Y4-741,2030-06-01T08:00:00,2030-06-01T08:35:00,2030-06-01,Y4,KDRSIP-00742,P. Kioko,2030-06-14,kitui_rural,mbitini,male,3.98,yes,in_person whatsapp,yes,drought_tolerant_seed staggered_planting,cowpeas,1.3,624.0,416.5,121.93,local_trader,no,none,553.0,46197.0,69.3
